id;news_for_role;title;tags;summary;description;link;published_dt;published_ts;description_preproc;title_preproc;summary_preproc
45;booker;"Проект Федерального закона N 206487-8 ""О внесении изменений в Бюджетный кодекс Российской Федерации""";;"В Бюджетном кодексе предлагается закрепить положения о безотзывности государственных (муниципальных) гарантий по кредитам
Действующими нормами кодекса предусматривается возможность отозвать гарантию в установленных случаях: изменение условий основного обязательства...";"В Бюджетном кодексе предлагается закрепить положения о безотзывности государственных (муниципальных) гарантий по кредитам
Действующими нормами кодекса предусматривается возможность отозвать гарантию в установленных случаях: изменение условий основного обязательства...";http://www.consultant.ru/law/hotdocs/77385.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-06 10:16:44+03:00;1665040604.0;бюджетный кодекс предлагаться закрепить положение безотзывность государственный муниципальный гарантия кредит действовать норма кодекс предусматриваться возможность отозвать гарантия установленный случай изменение условие основный обязательство;проект федеральный закон n 206487 8 внесение изменение бюджетный кодекс российский федерация;бюджетный кодекс предлагаться закрепить положение безотзывность государственный муниципальный гарантия кредит действовать норма кодекс предусматриваться возможность отозвать гарантия установленный случай изменение условие основный обязательство
46;booker;"""На горячей линии 122 по вопросам частичной мобилизации начали принимать обращения от юридических лиц и индивидуальных предпринимателей"" (информация с официального сайта Мэра Москвы от 06.10.2022)";;"Теперь на горячую линию по телефону 122, открытую для оперативного рассмотрения жалоб москвичей по мобилизационным повесткам, могут обращаться не только граждане, но и столичные работодатели, получившие повестки на своих сотрудников
Ранее такие обращения принимались...";"Теперь на горячую линию по телефону 122, открытую для оперативного рассмотрения жалоб москвичей по мобилизационным повесткам, могут обращаться не только граждане, но и столичные работодатели, получившие повестки на своих сотрудников
Ранее такие обращения принимались...";http://www.consultant.ru/law/hotdocs/77384.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-06 10:06:32+03:00;1665039992.0;горячий линия телефон 122 открытый оперативный рассмотрение жалоба москвич мобилизационный повестка мочь обращаться гражданин столичный работодатель получить повестка свой сотрудник ранее такой обращение приниматься;горячий линия 122 вопрос частичный мобилизация начать принимать обращение юридический лицо индивидуальный предприниматель информация официальный сайт мэр москва 06 10 2022;горячий линия телефон 122 открытый оперативный рассмотрение жалоба москвич мобилизационный повестка мочь обращаться гражданин столичный работодатель получить повестка свой сотрудник ранее такой обращение приниматься
47;booker;"Указ Президента РФ от 05.10.2022 N 712 ""О внесении изменения в Указ Президента Российской Федерации от 24 сентября 2022 г. N 664 ""О предоставлении отсрочки от призыва на военную службу по мобилизации""";;"Аспиранты, ординаторы и семинаристы получат отсрочку от призыва на военную службу по мобилизации
Уточнениями, внесенными в Указ Президента РФ от 24 сентября 2022 г. N 664 ""О предоставлении отсрочки от призыва на военную службу по мобилизации"", установлено...";"Аспиранты, ординаторы и семинаристы получат отсрочку от призыва на военную службу по мобилизации
Уточнениями, внесенными в Указ Президента РФ от 24 сентября 2022 г. N 664 ""О предоставлении отсрочки от призыва на военную службу по мобилизации"", установлено...";http://www.consultant.ru/law/hotdocs/77383.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-06 10:06:32+03:00;1665039992.0;аспирант ординатор семинарист получить отсрочка призыв военный служба мобилизация уточнение внести указ президент рф 24 сентябрь 2022 г n 664 предоставление отсрочка призыв военный служба мобилизация установить;указ президент рф 05 10 2022 n 712 внесение изменение указ президент российский федерация 24 сентябрь 2022 г n 664 предоставление отсрочка призыв военный служба мобилизация;аспирант ординатор семинарист получить отсрочка призыв военный служба мобилизация уточнение внести указ президент рф 24 сентябрь 2022 г n 664 предоставление отсрочка призыв военный служба мобилизация установить
48;booker;"Постановление Правительства РФ от 03.10.2022 N 1751 ""Об установлении на 2023 год допустимой доли иностранных работников, используемых хозяйствующими субъектами, осуществляющими на территории Российской Федерации отдельные виды экономической деятельности""";;"Правительством РФ на 2023 год утверждена допустимая доля работников-иностранцев, используемых хозяйствующими субъектами
Для ряда территорий (Удмуртская Республика, Краснодарский край, Приморский край и др.) установлены собственные лимиты численности иностранных...";"Правительством РФ на 2023 год утверждена допустимая доля работников-иностранцев, используемых хозяйствующими субъектами
Для ряда территорий (Удмуртская Республика, Краснодарский край, Приморский край и др.) установлены собственные лимиты численности иностранных...";http://www.consultant.ru/law/hotdocs/77382.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-06 10:06:31+03:00;1665039991.0;правительство рф 2023 год утвердить допустимый доля работник иностранец использовать хозяйствовать субъект ряд территория удмуртский республика краснодарский край приморский край др установить собственный лимит численность иностранный;постановление правительство рф 03 10 2022 n 1751 установление 2023 год допустимый доля иностранный работник использовать хозяйствовать субъект осуществлять территория российский федерация отдельный вид экономический деятельность;правительство рф 2023 год утвердить допустимый доля работник иностранец использовать хозяйствовать субъект ряд территория удмуртский республика краснодарский край приморский край др установить собственный лимит численность иностранный
49;booker;"Приказ Минсельхоза России от 29.08.2022 N 566 ""Об утверждении Порядка рассмотрения заявлений и выдачи заключения (разрешительного документа) на ввоз средств защиты растений (пестицидов), включенных в единый перечень товаров, к которым применяются меры нетарифного регулирования в торговле с третьими странами"" (Зарегистрировано в Минюсте России 05.10.2022 N 70390)";;"Актуализирован порядок рассмотрения заявлений и  выдачи заключения на ввоз зарегистрированных и незарегистрированных  пестицидов для проведения регистрационных или научных исследований
Установлены в числе прочего перечень сведений, указываемых в  заявлении...";"Актуализирован порядок рассмотрения заявлений и  выдачи заключения на ввоз зарегистрированных и незарегистрированных  пестицидов для проведения регистрационных или научных исследований
Установлены в числе прочего перечень сведений, указываемых в  заявлении...";http://www.consultant.ru/law/hotdocs/77386.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-06 13:35:40+03:00;1665052540.0;актуализировать порядок рассмотрение заявление выдача заключение ввоз зарегистрировать незарегистрированный пестицид проведение регистрационный научный исследование установить число прочее перечень сведение указывать заявление;приказ минсельхоз россия 29 08 2022 n 566 утверждение порядок рассмотрение заявление выдача заключение разрешительный документ ввоз средство защита растение пестицид включить единый перечень товар который применяться мера нетарифный регулирование торговля третий страна зарегистрировать минюст россия 05 10 2022 n 70390;актуализировать порядок рассмотрение заявление выдача заключение ввоз зарегистрировать незарегистрированный пестицид проведение регистрационный научный исследование установить число прочее перечень сведение указывать заявление
50;booker;<Информация> Росстата от 05.10.2022 <Росстат разъясняет особенности учета занятости добровольцев и мобилизованных работников>;;"Разъяснены отдельные вопросы заполнения форм федерального статистического наблюдения в связи с частичной мобилизацией
В частности, призванные по мобилизации и добровольцы на весь период прохождения военной службы или оказания добровольного содействия Вооруженным...";"Разъяснены отдельные вопросы заполнения форм федерального статистического наблюдения в связи с частичной мобилизацией
В частности, призванные по мобилизации и добровольцы на весь период прохождения военной службы или оказания добровольного содействия Вооруженным...";http://www.consultant.ru/law/hotdocs/77381.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-05 15:57:24+03:00;1664974644.0;разъяснить отдельный вопрос заполнение форма федеральный статистический наблюдение связь частичный мобилизация частность призвать мобилизация доброволец весь период прохождение военный служба оказание добровольный содействие вооружённый;информация росстат 05 10 2022 росстат разъяснять особенность учёт занятость доброволец мобилизовать работник;разъяснить отдельный вопрос заполнение форма федеральный статистический наблюдение связь частичный мобилизация частность призвать мобилизация доброволец весь период прохождение военный служба оказание добровольный содействие вооружённый
51;booker;<Письмо> Минстроя России от 04.10.2022 N 51018-ИФ/09 <Об индексах изменения сметной стоимости строительства в III квартале 2022 года>;;"Минстрой России дополнительно информирует об индексах изменения сметной стоимости строительства в III квартале 2022 года
В дополнение к письмам Минстроя России от 5 августа 2022 N 39010-ИФ/09, от 15 августа 2022 N 40506-ИФ/09, от 23 августа 2022 г. N 42220-АЛ/09...";"Минстрой России дополнительно информирует об индексах изменения сметной стоимости строительства в III квартале 2022 года
В дополнение к письмам Минстроя России от 5 августа 2022 N 39010-ИФ/09, от 15 августа 2022 N 40506-ИФ/09, от 23 августа 2022 г. N 42220-АЛ/09...";http://www.consultant.ru/law/hotdocs/77380.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-05 13:52:13+03:00;1664967133.0;минстрой россия дополнительно информировать индекс изменение сметный стоимость строительство iii квартал 2022 год дополнение письмо минстрой россия 5 август 2022 n 39010 иф 09 15 август 2022 n 40506 иф 09 23 август 2022 г n 42220 ала 09;письмо минстрой россия 04 10 2022 n 51018 иф 09 индекс изменение сметный стоимость строительство iii квартал 2022 год;минстрой россия дополнительно информировать индекс изменение сметный стоимость строительство iii квартал 2022 год дополнение письмо минстрой россия 5 август 2022 n 39010 иф 09 15 август 2022 n 40506 иф 09 23 август 2022 г n 42220 ала 09
52;booker;"Приказ ФФОМС от 05.09.2022 N 108н ""Об утверждении порядка и формы представления отчетности о реализации мероприятий по организации дополнительного профессионального образования медицинских работников по программам повышения квалификации, а также по приобретению и проведению ремонта медицинского оборудования, включенных в план мероприятий по организации дополнительного профессионального образования медицинских работников по программам повышения квалификации, а также по приобретению и проведению ремонта медицинского оборудования, и об использовании предоставленных средств для их финансового обеспечения"" (Зарегистрировано в Минюсте России 04.10.2022 N 70376)";;"Утвержден порядок представления отчетности об организации повышения квалификации медработников, а также о приобретении (ремонте) используемого в этих целях оборудования
Отчетность представляется в форме электронного документа ежеквартально в срок до 15 числа...";"Утвержден порядок представления отчетности об организации повышения квалификации медработников, а также о приобретении (ремонте) используемого в этих целях оборудования
Отчетность представляется в форме электронного документа ежеквартально в срок до 15 числа...";http://www.consultant.ru/law/hotdocs/77370.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-05 12:58:42+03:00;1664963922.0;утвердить порядок представление отчётность организация повышение квалификация медработник также приобретение ремонт использовать этот цель оборудование отчётность представляться форма электронный документ ежеквартально срок 15 число;приказ ффомс 05 09 2022 n 108н утверждение порядок форма представление отчётность реализация мероприятие организация дополнительный профессиональный образование медицинский работник программа повышение квалификация также приобретение проведение ремонт медицинский оборудование включить план мероприятие организация дополнительный профессиональный образование медицинский работник программа повышение квалификация также приобретение проведение ремонт медицинский оборудование использование предоставить средство финансовый обеспечение зарегистрировать минюст россия 04 10 2022 n 70376;утвердить порядок представление отчётность организация повышение квалификация медработник также приобретение ремонт использовать этот цель оборудование отчётность представляться форма электронный документ ежеквартально срок 15 число
53;booker;"Постановление Конституционного Суда РФ от 04.10.2022 N 40-П ""По делу о проверке конституционности пункта 17 части 1 статьи 30 Федерального закона ""О страховых пенсиях"" и статей 12 и 13 Федерального закона ""О специальной оценке условий труда"" в связи с жалобой гражданки И.В. Глущенко""";;"Признаны не соответствующими Конституции РФ нормы законодательства, препятствующие учету работы медперсонала с осужденными для досрочного назначения страховой пенсии
Речь идет о пункте 17 части 1 статьи 30 Федерального закона ""О страховых пенсиях""...";"Признаны не соответствующими Конституции РФ нормы законодательства, препятствующие учету работы медперсонала с осужденными для досрочного назначения страховой пенсии
Речь идет о пункте 17 части 1 статьи 30 Федерального закона ""О страховых пенсиях""...";http://www.consultant.ru/law/hotdocs/77369.html#utm_campaign=rss_hotdocs&utm_source=rss_reader&utm_medium=rss;2022-10-05 12:50:40+03:00;1664963440.0;признать соответствующий конституция рф норма законодательство препятствовать учёт работа медперсонал осудить досрочный назначение страховой пенсия речь идти пункт 17 часть 1 статья 30 федеральный закон страховой пенсия;постановление конституционный суд рф 04 10 2022 n 40 п дело проверка конституционность пункт 17 часть 1 статья 30 федеральный закон страховой пенсия стать 12 13 федеральный закон специальный оценка условие труд связь жалоба гражданка глущенко;признать соответствующий конституция рф норма законодательство препятствовать учёт работа медперсонал осудить досрочный назначение страховой пенсия речь идти пункт 17 часть 1 статья 30 федеральный закон страховой пенсия
54;booker;Подписан закон о кредитных каникулах для военнослужащих;;Мобилизованные граждане (и не только) вправе обратиться в банк за оформлением кредитных каникул.;Мобилизованные граждане (и не только) вправе обратиться в банк за оформлением кредитных каникул.;https://glavkniga.ru/news/14362;2022-10-07 15:11:46+04:00;1665141106.0;мобилизовать гражданин вправе обратиться банк оформление кредитный каникулы;подписать закон кредитный каникулы военнослужащий;мобилизовать гражданин вправе обратиться банк оформление кредитный каникулы
55;booker;Мобилизованных граждан и их семьи освободили от пеней за неоплату ЖКХ;;Гражданам, призванным в армию в ходе мобилизации, не будут начисляться пени за просрочку платежей за коммуналку.;Гражданам, призванным в армию в ходе мобилизации, не будут начисляться пени за просрочку платежей за коммуналку.;https://glavkniga.ru/news/14361;2022-10-07 13:38:57+04:00;1665135537.0;гражданин призвать армия ход мобилизация быть начисляться пеня просрочка платёж коммуналка;мобилизовать гражданин семья освободить пеня неоплата жкх;гражданин призвать армия ход мобилизация быть начисляться пеня просрочка платёж коммуналка
56;booker;В случае мобилизации работника нужно оперативно сдать СЗВ-ТД;;Внесены изменения в Закон о персучете. Установлено, что сдавать СЗВ-ТД нужно в том числе в случае приостановления действия трудового договора с мобилизованным работником.;Внесены изменения в Закон о персучете. Установлено, что сдавать СЗВ-ТД нужно в том числе в случае приостановления действия трудового договора с мобилизованным работником.;https://glavkniga.ru/news/14360;2022-10-07 12:14:59+04:00;1665130499.0;внести изменение закон персучёт установить сдавать сзв тд нужно число случай приостановление действие трудовой договор мобилизовать работник;случай мобилизация работник нужно оперативно сдать сзв тд;внести изменение закон персучёт установить сдавать сзв тд нужно число случай приостановление действие трудовой договор мобилизовать работник
57;booker;В ТК внесены «мобилизационные» поправки;;Трудовой кодекс дополнен новой статьей «Особенности обеспечения трудовых прав работников, призванных на военную службу по мобилизации…».;Трудовой кодекс дополнен новой статьей «Особенности обеспечения трудовых прав работников, призванных на военную службу по мобилизации…».;https://glavkniga.ru/news/14359;2022-10-07 11:54:42+04:00;1665129282.0;трудовой кодекс дополнить новый статья особенность обеспечение трудовой право работник призвать военный служба мобилизация;тк внести мобилизационный поправка;трудовой кодекс дополнить новый статья особенность обеспечение трудовой право работник призвать военный служба мобилизация
58;booker;Детский НДФЛ-вычет может получить и безработный;;Если гражданин нигде не работает, не зарегистрирован в качестве ИП, а доходы получает от сдачи квартиры в аренду другим «физикам», он все равно имеет право на стандартный вычет по НДФЛ.;Если гражданин нигде не работает, не зарегистрирован в качестве ИП, а доходы получает от сдачи квартиры в аренду другим «физикам», он все равно имеет право на стандартный вычет по НДФЛ.;https://glavkniga.ru/news/14349;2022-10-07 09:32:00+04:00;1665120720.0;гражданин нигде работать зарегистрировать качество ип доход получать сдача квартира аренда другой физик равно иметь право стандартный вычет ндфл;детский ндфл вычет получить безработный;гражданин нигде работать зарегистрировать качество ип доход получать сдача квартира аренда другой физик равно иметь право стандартный вычет ндфл
59;booker;Когда получивший повестку вправе не идти в военкомат;;Гражданин, получивший повестку, обязан явиться в военкомат. Но есть ряд уважительных причин для неявки.;Гражданин, получивший повестку, обязан явиться в военкомат. Но есть ряд уважительных причин для неявки.;https://glavkniga.ru/news/14350;2022-10-07 08:28:00+04:00;1665116880.0;гражданин получить повестка обязать явиться военкомат ряд уважительный причина неявка;получить повестка вправе идти военкомат;гражданин получить повестка обязать явиться военкомат ряд уважительный причина неявка
60;booker;Отсрочка от частичной мобилизации: новый план;;Подготовлен очередной законопроект, предлагающий расширить перечень лиц, имеющих право на отсрочку при частичной мобилизации.;Подготовлен очередной законопроект, предлагающий расширить перечень лиц, имеющих право на отсрочку при частичной мобилизации.;https://glavkniga.ru/news/14348;2022-10-07 05:46:00+04:00;1665107160.0;подготовить очередной законопроект предлагать расширить перечень лицо иметь право отсрочка частичный мобилизация;отсрочка частичный мобилизация новый план;подготовить очередной законопроект предлагать расширить перечень лицо иметь право отсрочка частичный мобилизация
61;booker;ИФНС не может отказать в сверке расчетов;;Инспекции обязаны по заявлению налогоплательщика проводить  совместную сверку расчетов.;Инспекции обязаны по заявлению налогоплательщика проводить  совместную сверку расчетов.;https://glavkniga.ru/news/14347;2022-10-06 17:21:24+04:00;1665062484.0;инспекция обязать заявление налогоплательщик проводить совместный сверка расчёт;ифнс отказать сверка расчёт;инспекция обязать заявление налогоплательщик проводить совместный сверка расчёт
62;booker;Определены новые лимиты на привлечение иностранных сотрудников;;Правительство РФ утвердило допустимую долю иностранных работников для отдельных отраслей российского бизнеса на 2023 год.;Правительство РФ утвердило допустимую долю иностранных работников для отдельных отраслей российского бизнеса на 2023 год.;https://glavkniga.ru/news/14346;2022-10-06 15:20:36+04:00;1665055236.0;правительство рф утвердить допустимый доля иностранный работник отдельный отрасль российский бизнес 2023 год;определить новый лимит привлечение иностранный сотрудник;правительство рф утвердить допустимый доля иностранный работник отдельный отрасль российский бизнес 2023 год
63;booker;Горячая линия по мобилизации: теперь и для работодателей;;На телефон горячей линии 122 по вопросам, касающимся частичной мобилизации, теперь могут обращаться организации и ИП. Ранее рассматривались обращения только частных лиц.;На телефон горячей линии 122 по вопросам, касающимся частичной мобилизации, теперь могут обращаться организации и ИП. Ранее рассматривались обращения только частных лиц.;https://glavkniga.ru/news/14345;2022-10-06 11:55:04+04:00;1665042904.0;телефон горячий линия 122 вопрос касаться частичный мобилизация мочь обращаться организация ип ранее рассматриваться обращение частный лицо;горячий линия мобилизация работодатель;телефон горячий линия 122 вопрос касаться частичный мобилизация мочь обращаться организация ип ранее рассматриваться обращение частный лицо
64;booker;Декларации по НДС и прибыли за III квартал: главное за 5 минут;;Форма и состав налоговых деклараций, ставка НДС 0% для гостиниц, авансовые платежи и дивиденды в декларации по прибыли.;Форма и состав налоговых деклараций, ставка НДС 0% для гостиниц, авансовые платежи и дивиденды в декларации по прибыли.;https://glavkniga.ru/news/14335;2022-10-06 11:00:00+04:00;1665039600.0;форма состав налоговый декларация ставка ндс 0 гостиница авансовый платёж дивиденд декларация прибыль;декларация ндс прибыль iii квартал главное 5 минута;форма состав налоговый декларация ставка ндс 0 гостиница авансовый платёж дивиденд декларация прибыль
65;booker;Отсрочку от мобилизации получили больше учащихся;;Президент РФ дополнил перечень категорий учащихся, которых не будут призывать в армию в ходе мобилизации.;Президент РФ дополнил перечень категорий учащихся, которых не будут призывать в армию в ходе мобилизации.;https://glavkniga.ru/news/14344;2022-10-06 10:59:47+04:00;1665039587.0;президент рф дополнить перечень категория учиться который быть призывать армия ход мобилизация;отсрочка мобилизация получить учиться;президент рф дополнить перечень категория учиться который быть призывать армия ход мобилизация
66;booker;Правила заполнения платежек решили полностью переписать;;Поскольку с 2023 года перечислять налоги и взносы организации и ИП будут через механизм единого налогового платежа (ЕНП), изменятся правила заполнения платежек. В связи с этим Минфин планирует вовсе отменить приказ от 12.11.2013 № 107н и утвердить новый.;Поскольку с 2023 года перечислять налоги и взносы организации и ИП будут через механизм единого налогового платежа (ЕНП), изменятся правила заполнения платежек. В связи с этим Минфин планирует вовсе отменить приказ от 12.11.2013 № 107н и утвердить новый.;"https://login.consultant.ru/link/?req=doc;base=LAW;n=381045;dst=1000000001";2022-10-06 09:16:00+04:00;1665033360.0;поскольку 2023 год перечислять налог взнос организация ип быть механизм единый налоговый платёж енп измениться правило заполнение платёжка связь это минфин планировать вовсе отменить приказ 12 11 2013 107н утвердить новый;правило заполнение платёжка решить полностью переписать;поскольку 2023 год перечислять налог взнос организация ип быть механизм единый налоговый платёж енп измениться правило заполнение платёжка связь это минфин планировать вовсе отменить приказ 12 11 2013 107н утвердить новый
67;booker;Путешествия во время частичной мобилизации: разъясняет Ростуризм;;Опубликованы ответы на наиболее часто задаваемые туристами вопросы, связанные с мобилизацией.;Опубликованы ответы на наиболее часто задаваемые туристами вопросы, связанные с мобилизацией.;https://glavkniga.ru/news/14342;2022-10-06 05:51:00+04:00;1665021060.0;опубликовать ответ наиболее часто задавать турист вопрос связанный мобилизация;путешествие время частичный мобилизация разъяснять ростуризм;опубликовать ответ наиболее часто задавать турист вопрос связанный мобилизация
68;booker;Включаются ли мобилизованные работники в среднесписочную численность;;Росстат разъяснил порядок учета сотрудников, призванных на службу по мобилизации, в списочной численности и среднесписочной численности работников.;Росстат разъяснил порядок учета сотрудников, призванных на службу по мобилизации, в списочной численности и среднесписочной численности работников.;https://glavkniga.ru/news/14341;2022-10-05 17:11:05+04:00;1664975465.0;росстат разъяснить порядок учёт сотрудник призвать служба мобилизация списочный численность среднесписочный численность работник;включаться мобилизовать работник среднесписочный численность;росстат разъяснить порядок учёт сотрудник призвать служба мобилизация списочный численность среднесписочный численность работник
69;booker;Аккредитованным IT-компаниям нужно оперативно рассекретить налоговые тайны;;С 01.10.2022 вступили в силу новые правила госаккредитации IT-организаций. Минцифры предупредило: уже аккредитованным компаниям повторно подавать заявление не требуется. Но обязательно нужно сделать кое-что другое.;С 01.10.2022 вступили в силу новые правила госаккредитации IT-организаций. Минцифры предупредило: уже аккредитованным компаниям повторно подавать заявление не требуется. Но обязательно нужно сделать кое-что другое.;https://glavkniga.ru/news/14316;2022-10-05 15:33:17+04:00;1664969597.0;01 10 2022 вступить сила новый правило госаккредитация it организация минцифра предупредить аккредитовать компания повторно подавать заявление требоваться обязательно нужно сделать кой другой;аккредитовать it компания нужно оперативно рассекретить налоговый тайна;01 10 2022 вступить сила новый правило госаккредитация it организация минцифра предупредить аккредитовать компания повторно подавать заявление требоваться обязательно нужно сделать кой другой
